ingredients_text,ingredients_tags,ingredients_analysis_tags,additives,additives_tags,additives_en,additives_n,allergens,allergens_en,nova_group,nutriscore_score,nutriscore_grade,serving_size,serving_quantity,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g
"Weizenmehl, Zucker, pflanzliche Fette (Palm, Kokos), Kakaomasse, Kakaobutter, Butterreinfett, Vollmilchpulver, Süßmolkenpulver, Magermilchpulver, Weizenstärke, fettarmes Kakaopulver, Hühnereieiweiß, Invertzuckersirup, Dextrose, Mandeln, Emulgatoren: Lecithine (enthält Soja), Mono - und Diglyceride von Speisefettsäuren; Kokosraspeln, Glukosesirup, Laktose, Salz, Backtriebmittel: Natriumcarbonate, Diphosphate, Ammoniumcarbonate; natürliches Aroma (enthält Gluten, Milch), Volleipulver, Rapsöl, Milcheiweiß, Hühnereieiweißpulver, Hühnereieigelbpulver, Karamellzuckersirup, Gewürze, Gerstenmalzextrakt, Farbstoff: Beta-Carotin. Kann andere Schalenfrüchte, Erdnüsse, Lupine und Sesam enthalten. GB Biscuit assortment with 17% chocolate, 10% milk chocolate and 6% white chocolate Ingredients: Wheat flour, sugar, vegetable fats (palm, coconut), cocoa mass, cocoa butter, pure butterfat (milk), whole milk powder, sweet whey powder (milk), skimmed milk powder, wheat starch, low fat cocoa powder, egg white, invert sugar syrup, dextrose, almonds, emulsifiers: lecithins (contain soya), mono - and diglycerides of fatty acids; rasped coconut, glucose syrup, lactose (milk), salt, raising agents: sodium carbonates, diphosphates, ammonium carbonates; natural flavour (contains gluten, milk). whole egg powder, rapeseed oil, milk protein, dried egg white, egg yolk powder, caramel sugar syrup, spices, malt extract (barley), colour: beta carotene. May contain other nuts, peanuts, lupin and sesame. FR Assortiment de biscuits avec 17% de chocolat, 10% de chocolat au lait et 6% de chocolat blanc Ingrédients: Farine de froment, sucre, graisses végétales (palme, coco), masse de cacao, beurre de cacao, graisse butyrique, lait entier en poudre, lactosérum doux en poudre, lait écrémé en poudre, amidon de blé, cacao maigre en poudre, blanc d'œufs, sirop de sucre inverti, dextrose, amandes, émulsifiants: lecithines (contient soja), mono-et diglycérides d'acides gras; noix de coco râpées, sirop de glucose, lactose, sel, poudres à lever: carbonates de sodium, diphosphates, carbonates d'ammonium; arôme naturel (contient du gluten, du lait), ceuf entier en poudre, huile de colza, protéine de lait, blancs d'œufs séché, jaune d'œuf en poudre, sirop de sucre caramélisé, épices, extrait de malt d'orge, colorant: béta-carotene. Peut contenir d'autres fruits à coque, de l'arachide, du lupin et du sésame. Sonnenkel Zartes Gebäck, verw Vollmilchschok PT Sortido de biscoito com Ingredientes: farinha de trigo leite gordo em pó, soro de la açúcar invertido, dextrose, amên glicose, lactose, sal, levedantes inteiro em pó, óleo de colza, p extracto de malte (cevada) Pode conter outros frutos d DK Blandede biscuits med Ingredienser: hvedemel, sukker vallepulver, skummetmælks emulgatorer: lecithiner (indehold natriumcarbonater, diphosphate æggehvidepulver, æggeblo Kan indeholde andre skalfre Nährwertde Déclaration nutr Información nut Declaração Energie/energy/énergie/e","en:weizenmehl,en:zucker,en:pflanzliche-fette,en:kakaomasse,en:kakaobutter,en:butterreinfett,en:vollmilchpulver,en:sussmolkenpulver,en:magermilchpulver,en:weizenstarke,en:fettarmes-kakaopulver,en:huhnereieiweiss,en:invertzuckersirup,en:dextrose,en:added-sugar,en:monosaccharide,en:glucose,en:mandeln,en:emulgatoren,en:monound-diglyceride-von-speisefettsauren,en:kokosraspeln,en:glukosesirup,en:laktose,en:salz,en:backtriebmittel,en:e450,en:ammoniumcarbonate,en:naturliches-aroma,en:volleipulver,en:rapsol,en:milcheiweiss,en:huhnereieiweisspulver,en:huhnereieigelbpulver,en:karamellzuckersirup,en:gewurze,en:gerstenmalzextrakt,en:farbstoff,en:erdnusse,en:lupine-und-sesam-enthalten,en:gb-biscuit-assortment-with-17-chocolate,en:milk-chocolate,en:chocolate,en:white-chocolate-ingredients,en:sugar,en:disaccharide,en:vegetable-fat,en:oil-and-fat,en:vegetable-oil-and-fat,en:cocoa-paste,en:plant,en:cocoa,en:cocoa-butter,en:butterfat,en:dairy,en:fat,en:milkfat,en:whole-milk-powder,en:milk-powder,en:sweet-whey-powder,en:whey,en:sweet-whey,en:skimmed-milk-powder,en:wheat-starch,en:starch,en:fat-reduced-cocoa-powder,en:cocoa-powder,en:egg-white,en:egg,en:invert-sugar-syrup,en:invert-sugar,en:sugar-syrup,en:almond,en:nut,en:tree-nut,en:emulsifier,en:e471,en:rasped-coconut,en:glucose-syrup,en:lactose,en:salt,en:raising-agent,en:e503,en:natural-flavouring,en:flavouring,en:whole-powdered-egg,en:whole-egg,en:rapeseed-oil,en:milk-proteins,en:protein,en:animal-protein,en:egg-yolk-powder,en:egg-yolk,en:caramelised-sugar-syrup,en:caramel-syrup,en:spice,en:condiment,en:malt-extract,en:cereal,en:extract,en:malt,en:vegetable-extract,en:colour,en:fr-assortiment-de-biscuits-avec-17-de-chocolat,en:de-chocolat-au-lait-et-6-de-chocolat-blanc-ingredients,en:sucre,en:graisses-vegetales,en:masse-de-cacao,en:beurre-de-cacao,en:graisse-butyrique,en:lait-entier-en-poudre,en:lactoserum-doux-en-poudre,en:lait-ecreme-en-poudre,en:amidon-de-ble,en:cacao-maigre-en-poudre,en:blanc-d-oeufs,en:sirop-de-sucre-inverti,en:amandes,en:emulsifiants,en:monoet-diglycerides-d-acides-gras,en:noix-de-coco-rapees,en:sirop-de-glucose,en:sel,en:poudres-a-lever,en:carbonates-d-ammonium,en:arome-naturel,en:ceuf-entier-en-poudre,en:huile-de-colza,en:proteine-de-lait,en:blancs-d-oeufs-seche,en:jaune-d-oeuf-en-poudre,en:sirop-de-sucre-caramelise,en:epices,en:extrait-de-malt-d-orge,en:de-l-arachide,en:du-lupin-et-du-sesame,en:sonnenkel-zartes-geback,en:verw-vollmilchschok-pt-sortido-de-biscoito-com-ingredientes,en:soro-de-la-acucar-invertido,en:amen-glicose,en:sal-tree,en:levedantes-inteiro-em-po,en:oleo-de-colza,en:p-extracto-de-malte,en:pode-conter-outros-frutos-d-dk-blandede-biscuits-med-ingredienser,en:sukker-vallepulver,en:skummetmaelks-emulgatorer,en:diphosphate-aeggehvidepulver,en:aeggeblo-kan-indeholde-andre-skalfre-nahrwertde-declaration-nutr-informacion-nut-declaracao-energie,en:energy,en:energie,en:e,en:palm,en:palm-oil-and-fat,en:palm-oil,en:kokos,en:lecithine,en:natriumcarbonate,en:enthalt-gluten,en:milch,en:e160ai,en:e160a,en:kann-andere-schalenfruchte,en:wheat-flour,en:flour,en:wheat,en:cereal-flour,en:coconut,en:fruit,en:e322,en:e500,en:barley-malt-extract,en:malted-barley,en:farine-de-froment,en:palme,en:coco,en:lecithines,en:carbonates-de-sodium,en:contient-du-gluten,en:du-lait,en:peut-contenir-d-autres-fruits-a-coque,en:farinha-de-trigo-leite-gordo-em-po,en:cevada,en:hvedemel,en:lecithiner,en:indehold-natriumcarbonater,en:enthalt-soja,en:soya,en:contient-soja","en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",,"en:e160a,en:e160ai,en:e322,en:e450,en:e471,en:e500,en:e503","E160a - Carotene,E160ai - Beta-carotene,E322 - Lecithins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",6.0,en:milk,,4.0,,unknown,16.0g,16.0,375.0,12.5,,31.25,6.25,50.0,12.5,,
"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Sunflower, Organic Coconut), Organic Cocoa (Alkalised), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Natural Flavors, Probiotics (Bacillius Coagulans), Organic Monkfruit Extract, Milled Flaxseeds, Organic Ceylon Cinnamon, Organic Turmeric","en:plant-protein-blend,en:cocoa,en:plant,en:fruit-blend,en:agave-fiber,en:fiber,en:vegetable-fiber,en:pea-starch,en:starch,en:flax-seed-fiber,en:seed,en:flax,en:flax-seed,en:natural-flavouring,en:flavouring,en:probiotics,en:monkfruit-extract,en:milled-flaxseeds,en:ceylon-cinnamon,en:condiment,en:spice,en:cinnamon,en:turmeric,en:pea,en:vegetable,en:legume,en:pod-and-seed-vegetable,en:pumpkin,en:fruit-vegetable,en:sunflower,en:coconut,en:fruit,en:alkalised,en:date,en:banana,en:baobab,en:bacillius-coagulans","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,4.0,,unknown,35 g,35.0,343.0,5.71,1.43,28.6,8.57,57.1,14.3,0.0,0.0
,,,,,,,,,,,unknown,25.0g,25.0,348.0,0.5,0.5,2.40000009536743,,84.0,,,
"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Coconut), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Organic Cocoa (Alkalised), Natural Flavors, Probiotics (Bacillus Coagulans), Organic Monkfruit Extract, Milled Flax Seeds, Organic Cinnamon, Organic Turmeric","en:plant-protein-blend,en:fruit-blend,en:agave-fiber,en:fiber,en:vegetable-fiber,en:pea-starch,en:starch,en:flax-seed-fiber,en:seed,en:flax,en:flax-seed,en:cocoa,en:plant,en:natural-flavouring,en:flavouring,en:probiotics,en:monkfruit-extract,en:milled-flax-seeds,en:cinnamon,en:condiment,en:spice,en:turmeric,en:pea,en:vegetable,en:legume,en:pod-and-seed-vegetable,en:pumpkin,en:fruit-vegetable,en:coconut,en:fruit,en:date,en:banana,en:baobab,en:alkalised,en:bacillus-coagulans,en:ferment,en:microbial-culture,en:lactic-ferments","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,4.0,,unknown,35g,35.0,343.0,5.71,0.0,20.0,8.57,57.1,5.71,0.143,0.0571
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,95.0g,95.0,136.0,6.30000019073486,2.29999995231628,2.70000004768372,1.29999995231628,17.0,,,
"ALMOND FLOUR,  OAT FIBER, WHEY PROTEIN, MODIFIED FOOD STARCH, POTASSIUM BITARTRATE, NATURAL MONK FRUIT EXTRACT POWDER, VANILLA FLAVOR, BAKING SODA, CINNAMON, SALT, XANTHAN GUM","en:almond-flour,en:nut,en:tree-nut,en:almond,en:oat-fiber,en:fiber,en:vegetable-fiber,en:whey-protein,en:protein,en:animal-protein,en:milk-proteins,en:modified-starch,en:starch,en:e336i,en:e336,en:natural-monk-fruit-extract-powder,en:vanilla-flavouring,en:flavouring,en:e500ii,en:e500,en:cinnamon,en:condiment,en:spice,en:salt,en:e415","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,"en:e336,en:e336i,en:e415,en:e500,en:e500ii","E336 - Potassium tartrates,E336i - Monopotassium tartrate,E415 - Xanthan gum,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",3.0,,,4.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,0.33000001311302185g,0.330000013113022,130.0,2.0,,2.0,,26.0,1.0,0.8,0.32
,,,,,,,,,,,unknown,9.0g,9.0,12.0,,,3.0,,,,,
,,,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,150.0g,150.0,92.0,0.400000005960464,0.100000001490116,6.19999980926514,0.899999976158142,15.8000001907349,0.200000002980232,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,721.0,69.0,6.1,5.0,1.5,0.06,5.9,,
4 чэальбип OSLUSA H U K O SAMSU L O &gt; P Alt Gr Ö B Fr 1 O А Stra info Ener PIVE Veure,de:4-чэальбип-oslusa-h-u-k-o-samsu-l-o-p-alt-gr-ö-b-fr-1-o-а-stra-info-ener-pive-veure,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,81.0,0.9,0.1,0.1,,18.3,0.1,,
,,,,,,,,,2.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Lion's Mane Mushroom, Turkey Tail Mushroom, Reishi Mushroom, Chaga Mushroom, Maitake Mushroom, Shiitake Mushroom, King Trumpet Mushroom, Royal Sun Mushroom, Willow Bracket Mushroom, Organic Coffee Powder","en:lion-s-mane-mushroom,en:tail-mushroom,en:reishi-mushroom,en:chaga-mushroom,en:maitake-mushroom,en:shiitake,en:mushroom,en:king-trumpet-mushroom,en:royal-sun-mushroom,en:willow-bracket-mushroom,en:coffee-powder,en:coffee","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"CYCLOPENTASILOXANE, DIMETHICONE, PARABEN FREE, SANS PARABEN","fr:cyclopentasiloxane,en:e900a,en:e900,fr:paraben-free,fr:sans-paraben","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e900,en:e900a","E900 - Dimethylpolysiloxane and Methylphenylpolysiloxane,E900a - Dimethyl polysiloxane",1.0,,,4.0,,unknown,,,,,,,,,,,
,,,,,,,,,2.0,,unknown,,,,,,,,,,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,11.0,d,,,398.0,9.7,1.6,33.0,23.0,35.0,18.0,1.2,0.48
,,,,,,,,,,,unknown,,,,,,,,,,,
"Purified Water, Glycerin, Citric Acid, Organic Blackberry Flavor, Xanthan Gum, Organic Stevia Leaf","en:filtered-water,en:water,en:e422,en:e330,en:blackberry-flavor,en:e415,en:stevia-leaf","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e330,en:e415,en:e422","E330 - Citric acid,E415 - Xanthan gum,E422 - Glycerol",3.0,,,4.0,,unknown,15ml,15.0,267.0,,,,,60.0,,,
,,,,,,,,,2.0,,not-applicable,0g,0.0,,,,,,,,,
,,,,,,,,,2.0,,unknown,,,,,,,,,,0.0,0.0
"Suggested Use: Mix, shake, or blend 1 scoop with 8 oz. of your favorite beverage. For best results use daily To cd water without clumping, mix with room temperature water first and then add ice. Supplement Facts TYPICAL COLLAGEN PEPT Servings Per Container: 45 Calories Protein Serving Size Scoop (Approx. 10 g) AMINO ACID PROFILE Amount Per Serving %DV Alanine 784 mg Leucine 40 Arginine 706 mg Lysine 9g Aspartic Acid 552 mg Methionine 100% Hydrolyzed Multi Collagen 20 mg 1% Glutamic Acid 970 mg Phenylalanine 10 g 1258 Glycine 2,160 mg Proline Histidine!! 60 mg Serine 91 Contains: egg fish. Hydroxylysine Bovine Collagen Peptides, Chicken Collagen Peptides, Marine Collagen Peptides, Eggshell Membrane Collagen Peptides Daily Value (DV) not established. Celly Manufactured for: Doctor's Recipes (800) 487-6849 www.DoctorsRecipes.com  Sun Lakes, AZ 85248 10 grams per scoop is an average. Individual scooping Yeout side is packaged by weight, not by volume. may yeld slightly less or slightly more than 10 of comments occurs over time and cannot be avoided. color, texture, flavor, solubility, and other traits Moda High Levels of EAAS No Lumps Dissolves Easily in or Clumps Hot or Cold Liquids 107 mg Threonine Hydroxyproline 1,075 mg Tyrosine Isoleucine 125 mg Valine Essential amino acids 11 Contains 8 of 9 essential amino acids A Average milligrams per serving abra ENJOY IN YOUR FAVORITE RE Mix Shake FOR BEST MIXING RESULTS Shake container to mix A Add powder to cup beve d Pour liquid on top of p","en:suggested-use,en:shake,en:and-blend-1-scoop-with-8-oz,en:of-your-favorite-beverage,en:for-best-results-use-daily-to-cd-water-without-clumping,en:mix-with-room-temperature-water-first-and-then-add-ice,en:supplement-facts-typical-collagen-pept-servings-per-container,en:hydroxylysine-bovine-collagen-peptides,en:chicken-collagen-peptides,en:marine-collagen-peptides,en:eggshell-membrane-collagen-peptides-daily-value,en:not-established,en:celly-manufactured-for,en:az-85248-10-g-per-scoop-is-an-average,en:individual-scooping-yeout-side-is-packaged-by-weight,en:not-by-volume,en:may-yeld-slightly-less-and-slightly-more-than-10-of-comments-occurs-over-time-and-cannot-be-avoided,en:colour,en:texture,en:flavouring,en:solubility,en:and-other-traits-moda-high-levels-of-eaas-no-lumps-dissolves-easily-in-and-clumps-hot-and-cold-liquids-107-mg-threonine-hydroxyproline-1-075-mg-tyrosine-isoleucine-125-mg-valine-essential-amino-acids-11-contains-8-of-9-essential-amino-acids-a-average-milligrams-per-serving-abra-enjoy-in-your-favorite-re-mix-shake-for-best-mixing-results-shake-container-to-mix-a-add-powder-to-cup-beve-d-pour-liquid-on-top-of-p,en:mix,en:45-calories-protein-serving-size-scoop,en:amino-acid-profile-amount-per-serving-dv-alanine-784-mg-leucine-40-arginine-706-mg-lysine-9g-aspartic-acid-552-mg-methionine-100-hydrolyzed-multi-collagen-20-mg-1-glutamic-acid-970-mg-phenylalanine-10-g-1258-glycine-2,en:dv,en:doctor-s-recipes,en:487-6849-www-doctorsrecipes-com-sun-lakes,en:approx,en:800","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,4.0,,unknown,0g,0.0,,,,,,,,,
,,,,,,,,,,,unknown,36.0g,36.0,331.0,1.3,0.3,13.0,12.0,59.0,3.2,1.5575,0.623
,,,,,,,,,2.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,43.0g,43.0,9.30232558139535,5.81395348837209,,30.2325581395349,4.65116279069767,34.8837209302326,6.97674418604651,,
,,,,,,,,,,,not-applicable,0g,0.0,16.6666666666667,,,4.16666666666667,3.33333333333333,0.277777777777778,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,392.4,6.1,0.8,78.0,69.0,2.9,0.7,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,821.0,91.1999969482422,19.2999992370605,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,40.0g,40.0,40.0,0.699999988079071,0.200000002980232,0.5,0.5,8.39999961853027,,,
"Rohrohrzucker*, Kakaobutter°*, Haselnussmark 20%, Magermilch - 1.60 pulver, Kakaomasse&quot;, Bourbon isch Bohne afel fair Vanilleextrakt*. Kakao: 32%","en:rohrohrzucker,en:kakaobutter,en:haselnussmark,en:magermilch,en:1-60-pulver,en:kakaomasse,en:bourbon-isch-bohne-afel-fair-vanilleextrakt,en:kakao","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,5.0g,5.0,10.0,,,2.0,0.5,0.5,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,350.0g,350.0,127.714285714286,9.14285714285714,6.28571428571429,9.42857142857143,3.71428571428571,2.0,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,202.0,13.3999996185303,3.09999990463257,0.5,0.5,20.3999996185303,0.5,,
,,,,,,,,,,,unknown,165.0g,165.0,420.0,15.0,9.0,67.0,44.0,4.0,,,
,,,,,,,,,,,unknown,100.0g,100.0,208.0,11.1999998092651,2.20000004768372,19.0,0.600000023841858,7.0,1.70000004768372,,
"Maltodestrina da mais, amido di mais, gelatina, miscela di fermenti lattici (Lactobacillus acidophilus LA-14, Lactobacillus plantarum LP-115, Lactobacillus jensenii LJe52, Lactobacillus rhamnosus LR-32), agente antiagglomerante: sali di magnesio degli acidi grassi","en:corn-maltodextrin,en:maltodextrin,en:corn-starch,en:starch,en:e428,en:lactic-ferments,en:ferment,en:microbial-culture,en:anti-caking-agent,it:lactobacillus-acidophilus-la-14,it:lactobacillus-plantarum-lp-115,it:lactobacillus-jensenii-lje52,it:lactobacillus-rhamnosus-lr-32,en:e470b","en:may-contain-palm-oil,en:non-vegan,en:non-vegetarian",,"en:e428,en:e470b","E428 - Gelatine,E470b - Magnesium salts of fatty acids",2.0,,,4.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,10g,10.0,30.0,,,6.0,3.0,,,,
,,,,,,,,,,,unknown,100g,100.0,376.0,5.5,1.0,24.0,13.0,51.0,15.0,2.1,0.84
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,350.0g,350.0,183.142857142857,9.02857153756278,2.60000010899135,0.77142858505249,0.514285700661795,24.3714294433594,0.0571428579943521,,
"Lait de vache pasteurisé (origine: France), sel, ferments (lait), conservateur: E235.","en:pasteurised-cow-s-milk,en:dairy,en:milk,en:pasteurised-milk,en:cow-s-milk,en:salt,en:ferment,en:preservative,en:e235","en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",,en:e235,E235 - Natamycin,1.0,en:milk,,2.0,,unknown,,,,,0.0,,0.0,,,,
,,,,,,,,,,,unknown,100G,100.0,361.0,10.4,1.4,12.3,12.3,45.7,18.7,0.05,0.02
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Figs* Origine: Turquie - Origin: Turkey Ce produit provvient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This product is produ ion area where also otion","en:fig,en:fruit,en:cacahuetes,en:sesame,en:seed,en:ble-et-gluten-sont-utilises,en:this-product-is-produ-ion-area-where-also-otion,en:turquie","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,-1.0,a,90 g,90.0,170.5,6.42,0.14,15.02,0.97,12.7,1.15,0.64,0.256
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,8.0,c,,,184.75143,0.64,0.12,43.43,20.57,0.83,,0.0,0.0
,,,,,,,,,,,unknown,20.0g,20.0,120.0,0.5,0.100000001490116,25.0,21.0,2.79999995231628,,,
"abricots , figues , mûres , graines de tournesol *, graines de citrouille *, noix mélangées (amandes brunes, noix du Brésil *, amandes blanches , noix de cajou *, noix *, noisettes *), canneberges *, jus de pomme *, huile de tournesol * ), dadelstuk dadeistukjes * (dates *, farine de riz *), incabesse *, baies de goji * apricots *, figs *, blackberries *, sunflower seeds *, pumpkin seeds * mixed nuts * (brown almonds , Brazil nuts*, white almonds *, cashews *, nuts *, hazelnuts *), cranberries *, apple juice sunflower oil *), dadelstuk dadelstukjes * (dates*, rice flour *), incabesse , goji berries *","en:abricots,en:figues,en:mures,en:graines-de-tournesol,en:graines-de-citrouille,en:noix-melangees,en:canneberges,en:jus-de-pomme,en:huile-de-tournesol,en:dadelstuk-dadeistukjes,en:incabesse,en:baies-de-goji-apricots,en:fig,en:fruit,en:blackberry,en:berries,en:sunflower-seed,en:plant,en:seed,en:sunflower,en:pumpkin-seeds-mixed-nuts,en:cranberry,en:apple-juice-sunflower-oil,en:dadelstuk-dadelstukjes,en:goji,en:amandes-brunes,en:noix-du-bresil,en:amandes-blanches,en:noix-de-cajou,en:noix,en:noisettes,en:date,en:farine-de-riz,en:brown-almonds,en:brazil-nut,en:nut,en:tree-nut,en:white-almonds,en:cashew-nuts,en:hazelnut,en:rice-flour,en:flour,en:rice","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,129.800003051758,1.52999997138977,0.469999998807907,16.5,0.720000028610229,12.75,0.829999983310699,0.688976366219558,0.275590546487823
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,3.0g,3.0,666.666666666667,50.0,,33.3333333333333,,,,,
,,,,,,,,,,,unknown,,,504.0,29.6,2.2,50.7,49.3,10.5,3.6,3.2,1.28
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,89.0,0.899999976158142,0.300000011920929,3.79999995231628,1.0,16.5,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,546.0,33.4,0.0,58.5,0.0,3.1,0.0,,
,,,,,,,,,,,unknown,,,555.0,36.21,18.0,54.58,0.0,2.77,0.0,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,233.0,11.0,3.70000004768372,4.40000009536743,3.0,29.0,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,100g,100.0,236.0,0.0,,100.0,0.0,,0.0,0.0,0.0
,,,,,,,,,,,unknown,,,457.14285714286,20.0,11.428571428571,62.857142857143,51.428571428571,2.8571428571429,5.7142857142857,0.21428571428572,0.085714285714288
,,,,,,,,,,,unknown,100.0g,100.0,156.0,8.80000019073486,1.20000004768372,0.899999976158142,0.5,18.3999996185303,,,
"Granulated Sugar, Erythritol, Natural Flavor, Malic Acid, Citric Acid, Stevia Extract (stevia rebaudiana) (Leaf), Silicon Dioxide.","en:granulated-sugar,en:added-sugar,en:disaccharide,en:sugar,en:e968,en:natural-flavouring,en:flavouring,en:e296,en:e330,en:stevia-extract,en:e551,en:stevia-rebaudiana","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e296,en:e330,en:e968","E296 - Malic acid,E330 - Citric acid,E968 - Erythritol",3.0,,,4.0,8.0,c,10g,10.0,350.0,0.0,0.0,70.0,30.0,20.0,10.0,0.374999975,0.14999999
,,,,,,,,,,,unknown,170.0g,170.0,143.0,4.80000019073486,2.70000004768372,21.3999996185303,,2.5,2.29999995231628,,
,,,,,,,,,,,unknown,9g,9.0,20.0,,,4.0,3.0,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,586.0,42.5,32.7,37.8,32.7,9.3,,0.02,0.008
,,,,,,,,,,,unknown,4.630000114440918g,4.63000011444092,375.0,,,,,,50.0,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,344.0,0.8,0.1,74.7,1.1,8.6,,,
,,,,,,,,,,,unknown,,,349.0,2.6,0.2,64.0,1.0,13.3,,0.03,0.012
,,,,,,,,,,,unknown,,,,,,,,,,,
